alpha,Mach,N,gep_cr,gep_ci,gep_omega_i,distance_to_target,distance_to_shooting,overlap_to_previous,selection_source,n_finite_modes,success,accepted,target_cr,target_ci,target_source,shooting_cr,shooting_ci,shooting_omega_i,shooting_spectral_success
0.18,1.1,401,0.15898498913108255,0.09257861300969887,0.016664150341745797,0.0007912829977379308,0.0007912829977379308,,nearest_to_target,138,True,True,0.15851562500000002,0.09289713541666668,shooting_anchor,0.15851562500000002,0.09289713541666668,0.016721484375,True
0.195,1.1,401,0.1690113361330698,0.08436354643753659,0.016450891555319636,0.005434592487514787,0.0005354927258694102,0.9526274506137025,target_then_overlap,128,True,True,0.16631268423932477,0.086722151611243,blended_continuation,0.16945312500000004,0.08421223958333333,0.01642138671875,True
0.21,1.1,401,0.17984439494762836,0.07525788762017563,0.01580415640023688,0.006878445509221629,0.000768247692252085,0.97059047078878,target_then_overlap,130,True,True,0.1762112133399209,0.07817820455626097,blended_continuation,0.179296875,0.07552734374999999,0.0158607421875,True
0.22499999999999998,1.1,401,0.18708425628926456,0.06718316766612245,0.01511621272487755,0.004617604221638422,0.0011794043297083862,0.9296013264495177,target_then_overlap,131,True,True,0.1855861309842885,0.06936707982771935,blended_continuation,0.18804687500000003,0.06684244791666666,0.015039550781249997,True
0.24,1.1,401,0.1940885375273626,0.05998491686866407,0.014396380048479377,0.0023864185136261975,0.0034561004848932984,0.9176305930632156,target_then_overlap,131,True,True,0.1931174643867794,0.06107487217483673,blended_continuation,0.19570312500000006,0.058457031250000006,0.0140296875,True
0.18,1.2000000000000002,401,0.2255792395772448,0.07058899118197615,0.012706018412755706,0.0069352638444804835,0.0069352638444804835,,nearest_to_target,136,True,True,0.22851562500000006,0.07373046875000001,shooting_anchor,0.22851562500000006,0.07373046875000001,0.013271484375000002,True
0.195,1.2000000000000002,401,0.2376638305228385,0.07032429130910421,0.013713236805275322,0.007136227310606746,0.008769607199015969,0.580222574284701,target_then_overlap,130,True,True,0.23375970937317347,0.06733750464625951,blended_continuation,0.23726562500000006,0.06594401041666667,0.012859082031250002,True
0.21,1.2000000000000002,401,0.25703488914541006,0.05854342167150693,0.012294118551016454,0.015889780327634422,0.012114246361479414,0.5852910620525547,target_then_overlap,132,True,True,0.2427444616568515,0.062017209267731264,blended_continuation,0.24492187499999998,0.058457031250000006,0.0122759765625,True
0.22499999999999998,1.2000000000000002,401,0.23677986231849418,0.054884387901737754,0.012348987277890994,0.016695955201769416,0.016658655191747623,0.9070388990955571,target_then_overlap,128,True,True,0.253149529243623,0.05324206295978541,blended_continuation,0.251484375,0.050970052083333335,0.01146826171875,True
0.24,1.2000000000000002,481,0.24753408286322562,0.04727217840915804,0.01134532281819793,0.004291509192438134,0.013318592139240333,0.4815505393531392,target_then_overlap,159,True,True,0.2516667711955482,0.04669383199552132,blended_continuation,0.25804687499999995,0.04318359374999999,0.010364062499999998,True
0.18,1.3,401,0.2904716807963095,0.06396593924185916,0.011513869063534648,0.015312785500547063,0.015312785500547063,,nearest_to_target,135,True,True,0.28429687500000006,0.05695963541666666,shooting_anchor,0.28429687500000006,0.05695963541666666,0.010252734375,True
0.195,1.3,401,0.30301846622058465,0.05412028475619665,0.010553455527458348,0.011512260912216826,0.013711626344183249,0.4308686315252027,target_then_overlap,132,True,True,0.2915086917388929,0.05423991198089108,blended_continuation,0.2919531250000001,0.05007161458333333,0.00976396484375,True
0.21,1.3,481,0.30061935079486685,0.048427847125996855,0.01016984789645934,0.003587118586221497,0.01011082737193231,0.6574793157836589,target_then_overlap,155,True,True,0.2998664773661754,0.04667423646852567,blended_continuation,0.298515625,0.04348307291666668,0.009131445312500002,True
0.22499999999999998,1.3,481,0.30383759111922565,0.04659341405442848,0.010483518162246408,0.012478153873049236,0.019437392698752127,0.7007480663989734,target_then_overlap,158,True,True,0.30374049273846004,0.04035452601279906,blended_continuation,0.30507812500000003,0.03689453125000001,0.00830126953125,True
0.24,1.3,641,0.30884170210915224,0.03657322964578933,0.008777575114989439,0.003196133805679664,0.01324367095348565,0.505805897520544,target_then_overlap,203,True,True,0.3085340898357677,0.034982581507995214,blended_continuation,0.310546875,0.030006510416666667,0.0072015625,True
0.18,1.4000000000000001,481,0.3459740371984517,0.04409279978087247,0.007936703960557045,0.01367361410452422,0.01367361410452422,,nearest_to_target,173,True,True,0.332421875,0.04318359374999999,shooting_anchor,0.332421875,0.04318359374999999,0.007773046874999998,True
0.195,1.4000000000000001,481,0.32802870135575535,0.044212858387621644,0.008621507385586221,0.0161314586047507,0.01733858279996864,0.6238772298253579,target_then_overlap,158,True,True,0.3410812736595355,0.03947328264259507,blended_continuation,0.338984375,0.03749348958333334,0.007311230468750001,True
0.21,1.4000000000000001,561,0.341526478814736,0.03914537074904496,0.00822052785729944,0.007756516825378629,0.015802895438720814,0.7053322050232709,target_then_overlap,181,True,True,0.34029142290672665,0.03531659189128649,blended_continuation,0.34554687500000003,0.03150390625,0.0066158203124999995,True
